year,candidate_n,candidate_pf,candidate_pf_cost100,candidate_sum,candidate_dd,integrated_pf,integrated_sum,integrated_dd
2024,27,3.1327893183192272,2.789361147922686,115.96596196708067,11.21217496087283,1.6755132066577716,239.1314387253233,38.40749367244226
2025,27,3.028600600681977,2.879828525007363,249.79534243160813,33.81593823740223,1.979505824496806,577.7603223253216,51.08421340658458
2026,7,0.7103471070415834,0.6953882288885387,-42.42061017731903,73.8588676561125,1.8684856184361776,504.1051133647417,95.02602019893766
