exit_reason,count,cost2_pnl,cost2_expectancy
SL_EXIT,9,-309.8352316026567,-34.42613684473963
TIME_EXIT,54,306.31000000000176,5.67240740740744
TP_EXIT,4,250.91897753870217,62.72974438467554
