name,count,pnl,expectancy,pf,win_rate,max_dd,max_losing_streak,gross_profit,gross_loss
MODEL_JUNE,8,-65.56000000000085,-8.195000000000107,0.185387673956252,0.25,65.56000000000085,4,14.919999999999163,80.48000000000002
ALWAYS_LONG,150,-522.6599999999976,-3.484399999999984,0.48799482763687596,0.4,532.219999999998,7,498.14999999999645,1020.809999999994
ALWAYS_SHORT,150,-77.34000000000242,-0.5156000000000162,0.9043413729127983,0.4,193.31000000000085,6,731.1599999999953,808.4999999999977
PREV_BAR_DIRECTION,150,-221.30000000000064,-1.4753333333333376,0.7450637052738268,0.42,258.69000000000096,6,646.7599999999943,868.059999999995
EMA_TREND,150,-252.82000000000016,-1.6854666666666678,0.7172952845273883,0.4,328.75999999999976,6,641.4699999999939,894.289999999994
