count,pnl,expectancy,pf,win_rate,gross_profit,gross_loss,max_dd,gap_fill_rate,direction
57,124.68306029847872,2.1874221104996265,1.2889136245610908,0.5614035087719298,556.2413175038755,431.5582572053968,92.16288706643263,0.017543859649122806,LONG
10,122.71068563756853,12.271068563756852,1.7672919849828093,0.5,282.6376600348285,159.92697439725998,55.92999999999938,0.0,SHORT
