variant,year,n,win,pf,sum,dd
BASE_ROLLOVER_SHADOW,2024,188,0.6542553191489362,1.4110630340261248,123.16547675824268,38.88522976948023
REV_LONG_Q95_BRK6_E175_CAND,2024,12,0.6666666666666666,5.628985059710425,46.53595114350632,9.16316512004805
BASE_PLUS_REV_LONG_Q95_BRK6_E175,2024,200,0.655,1.5479897958440938,169.701427901749,38.40749367244226
BASE_ROLLOVER_SHADOW,2025,185,0.6810810810810811,1.7027138232222687,327.96497989371346,51.08421340658458
REV_LONG_Q95_BRK6_E175_CAND,2025,17,0.5294117647058824,1.6595587288130231,60.42829710960658,49.58710461909286
BASE_PLUS_REV_LONG_Q95_BRK6_E175,2025,202,0.6683168316831684,1.6956322950547131,388.39327700332007,51.08421340658458
BASE_ROLLOVER_SHADOW,2026,86,0.686046511627907,2.2593099202344726,546.5257235420607,52.47737143815684
REV_LONG_Q95_BRK6_E175_CAND,2026,11,0.6363636363636364,5.008936124370506,289.6597121721947,41.06168680897936
BASE_PLUS_REV_LONG_Q95_BRK6_E175,2026,97,0.6804123711340206,2.651751158524637,836.1854357142555,76.20411530530157
